_cross_domain_signature,source_capacity,source_replicates,source_capacity_std,source_capacity_spread,target_capacity,target_replicates,target_capacity_std,target_capacity_spread,capacity_shift,absolute_capacity_shift
11229639457330036890,13.04317162,3,0.31862980596623547,0.5805912700000011,17.26124304,3,0.4852017821057891,0.9251544599999981,4.218071419999999,4.218071419999999
14460135710331119362,15.16815241,3,0.08671958934328207,0.1729464200000006,18.38244058,3,1.3345300647425589,2.66888445,3.2142881700000014,3.2142881700000014
13386038250827251893,15.04282343,3,0.7885469181171932,1.5557140399999998,17.29507799,3,0.5124968379394208,0.9793909899999989,2.252254559999999,2.252254559999999
9212115034082343674,15.71492368,3,0.5849750872797939,1.1665449800000012,18.3312792,3,0.5978060575662277,1.161125030000001,2.616355520000001,2.616355520000001
17015321267674426022,16.73687875,3,0.19417950539594034,0.38406941999999944,17.59235683,3,0.49104907452226076,0.9118473599999994,0.855478080000001,0.855478080000001
1932061066828123752,17.86636216,3,0.5779747226306557,1.0711006999999988,16.04739171,3,1.2380267270163239,2.287950610000001,-1.818970450000002,1.818970450000002
4509242028306365109,15.34058377,3,0.7263476186632619,1.4429275700000002,17.10889887,3,0.42604304918026215,0.7948713699999992,1.7683151000000006,1.7683151000000006
14202409225814708589,15.84978407,3,0.11082347058601938,0.19773148000000162,18.50934797,3,1.2411421893482864,2.1758538499999993,2.6595639,2.6595639
12564473876495876544,14.49480101,3,1.0168037933920757,1.7797444899999988,18.40713328,3,0.25789629508740186,0.515748539999997,3.9123322700000003,3.9123322700000003
1813780034134786232,15.34495767,3,0.17849541229894542,0.3373930500000011,20.02057158,3,0.7048455901846106,1.2314069200000013,4.675613909999999,4.675613909999999
4634105493083206112,14.80822459,3,0.7213257198605599,1.271791480000001,19.90873317,3,0.30193401899849853,0.5364114399999984,5.100508580000001,5.100508580000001
5097594193064702360,15.78454518,3,0.4836541408094115,0.9205737999999997,21.2613338,3,0.6801821463086368,1.2108057700000003,5.476788619999999,5.476788619999999
5985184933789745512,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
7823299531643114528,144.533151,3,34.22794746352768,63.867469099999994,90.16372742,3,8.062833961852544,16.09178869,-54.36942358,54.36942358
12956884679836284245,150.1989005,3,6.564061916324231,12.424495199999996,104.2284102,3,1.8535906460244098,3.598987799999989,-45.97049030000001,45.97049030000001
1729827708451294951,157.48997,3,9.535655217654442,19.0627571,130.9519993,3,0.6002737990460835,1.1771778000000097,-26.53797069999999,26.53797069999999
14661902647192091926,176.1731686,3,19.635171407996005,38.32855040000001,153.5606127,3,11.120131978231301,21.431629700000002,-22.61255589999999,22.61255589999999
16203560152261460499,193.5824935,3,8.185141839357758,15.211718600000012,166.7371919,3,0.7271545728605638,1.3788257999999871,-26.8453016,26.8453016
10536500576727325938,193.6168628,3,15.270975570697702,26.78518650000001,174.3891721,3,4.803187929016779,9.605329099999977,-19.22769070000001,19.22769070000001
10188785374959780006,194.1076374,3,4.436214511295943,7.752651700000001,174.0987509,3,0.2882393990424688,0.5111985000000061,-20.00888649999999,20.00888649999999
16190478640575387670,191.04670835000002,6,3.1333956937286107,7.752651700000001,179.92426765,6,6.010461319128573,11.380636100000004,-11.122440700000027,11.122440700000027
8289078470576211386,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
15167967824807414386,85.45114121,3,39.71557268390808,75.03450141,48.76561963,3,0.6720493947279331,1.2438903900000042,-36.68552158,36.68552158
1831300268555900035,91.05162851,3,1.63168600593629,3.2095811399999974,60.68388993,3,0.994515879419029,1.9136506200000056,-30.36773858,30.36773858
14615115361624732361,95.45575979,3,10.906281770396633,21.792457659999997,73.87287411,3,1.1467629617614588,2.2515341000000006,-21.582885680000004,21.582885680000004
17532704394185576884,102.0173098,3,13.165920449709875,25.580862850000003,82.2331982,3,1.7639476495591777,3.527860000000004,-19.784111600000003,19.784111600000003
