Adsorbent,Pyrolysis temperature ,Pyrolysis time,C,H,O,N,(O+N)/C,Ash,H/C,O/C,N/C,Surface area,Pore volume,Average pore size,Pollutant,Adsorption time,Initial concentration,Solution pH,RPM,Volume,Adsorbent dosage,Adsorption temperature,Ion concentration,Humic acid,Wastewater type,Adsorption type,_condition_signature,n_replicates,Capacity,capacity_mean,capacity_std,capacity_min,capacity_max,capacity_spread,Final concentration
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,EE2,180,1.0,7,160,0.02,0.05,25,0.0,0,Synthetic,Competative,6984963297195200845,3,18.72637648,18.340470443333334,1.4796476677043542,16.70610679,19.58892806,2.882821270000001,0.063681176
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,EE2,360,1.0,7,160,0.02,0.05,25,0.0,0,Synthetic,Competative,7769201706190826728,3,17.07616442,17.513112226666667,1.0265771596255955,16.7772968,18.68587546,1.9085786599999999,0.146191779
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,EE2,540,1.0,7,160,0.02,0.05,25,0.0,0,Synthetic,Competative,17574322416017258644,3,19.29876023,18.982275689999998,0.9881827491381261,17.87462134,19.7734455,1.8988241600000002,0.035061988
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,EE2,720,1.0,7,160,0.02,0.05,25,0.0,0,Synthetic,Competative,2449213475515588283,3,19.5165555,19.195771133333334,0.8458009208295856,18.23650334,19.83425456,1.5977512200000028,0.024172225
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,EE2,960,1.0,7,160,0.02,0.05,25,0.0,0,Synthetic,Competative,1901889965020219711,3,19.88353208,19.717558433333334,0.2896919327352681,19.38305426,19.88608896,0.5030346999999971,0.005823396
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,30,1.0,7,160,0.02,0.05,25,0.0,0,Synthetic,Competative,1770146112707379281,3,6.946323551,6.837586472333332,0.2197709068390372,6.584644427,6.981791439,0.39714701200000047,0.652683822
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,60,1.0,7,160,0.02,0.05,25,0.0,0,Synthetic,Competative,10186754778024999518,3,7.330076769,7.5203329519999995,0.9209852215671229,6.709334277,8.52158781,1.8122535329999998,0.633496162
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,180,1.0,7,160,0.02,0.05,25,0.0,0,Synthetic,Competative,11132021803117001925,3,9.987181625,9.761242361,0.4253315749174336,9.270621388,10.02592407,0.755302682,0.500640919
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,360,1.0,7,160,0.02,0.05,25,0.0,0,Synthetic,Competative,17568784049951808416,3,10.90080643,10.828436896666666,0.7511666239375031,10.04370468,11.54079958,1.4970949000000005,0.454959679
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,540,1.0,7,160,0.02,0.05,25,0.0,0,Synthetic,Competative,15248855058584105196,3,11.22961553,11.151210236666666,0.13621305262996802,10.99392519,11.23008999,0.23616479999999918,0.438519223
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,720,1.0,7,160,0.02,0.05,25,0.0,0,Synthetic,Competative,7946539527667164083,3,10.89022051,10.91128864,0.4746249421757204,10.44754859,11.39609682,0.9485482300000001,0.455488975
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,960,1.0,7,160,0.02,0.05,25,0.0,0,Synthetic,Competative,10258904995407672663,3,12.05335724,12.081469686666665,0.4308027494092138,11.66541165,12.52564017,0.8602285200000015,0.397332138
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,EE2,1440,1.0,3,160,0.02,0.05,25,0.0,0,Synthetic,Single,15058951190663844978,3,19.91034894,19.729398886666665,0.3223145139138552,19.35726901,19.92057871,0.5633097000000014,0.004482553
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,EE2,1440,1.0,11,160,0.02,0.05,25,0.0,0,Synthetic,Single,5908909458331431679,3,18.60059582,18.935687076666667,0.6073009381582468,18.56975373,19.63671168,1.0669579500000026,0.069970209
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1.0,11,160,0.02,0.05,25,0.0,0,Synthetic,Single,8846697663071374487,3,13.73595444,13.915017653333335,0.3254662731293985,13.71840145,14.29069707,0.5722956200000002,0.313202278
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1.0,3,160,0.02,0.05,25,0.0,0,Synthetic,Single,12461525289863837754,2,19.95801487,19.95801487,0.010430631124233068,19.9506393,19.96539044,0.014751140000001328,0.0020992565
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,CBZ,1440,1.0,3,160,0.02,0.05,25,0.0,0,Synthetic,Competative,12318706164831193379,3,17.20360703,16.04425299,2.4746941546060905,13.20271063,17.72644131,4.523730679999998,0.139819649
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,CBZ,1440,1.0,11,160,0.02,0.05,25,0.0,0,Synthetic,Competative,10033279995600285430,3,18.06662219,17.56837776,1.712557300486363,15.66194843,18.97656266,3.3146142299999983,0.09666889
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,EE2,1440,1.0,3,160,0.02,0.05,25,0.0,0,Synthetic,Competative,5915602667216130136,3,19.56020561,18.407529706666665,1.9969053329352342,16.10170206,19.56068145,3.4589793899999997,0.021989719
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,EE2,1440,1.0,11,160,0.02,0.05,25,0.0,0,Synthetic,Competative,5520675060689407449,3,17.36105523,18.03737638666667,1.2867013450702456,17.22987444,19.52119949,2.291325050000001,0.131947238
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1.0,3,160,0.02,0.05,25,0.0,0,Synthetic,Competative,10046490394613748672,3,18.81411438,17.817291696666665,2.160548130405228,15.33829291,19.2994678,3.961174889999999,0.059294281
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1.0,11,160,0.02,0.05,25,0.0,0,Synthetic,Competative,2959221655209890065,3,5.87018892,6.220003114000001,0.6865923772902908,5.778767683,7.011052739,1.2322850560000003,0.706490554
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,CBZ,1440,1.0,7,160,0.02,0.05,25,0.025,0,Synthetic,Single,17377139096905289125,3,19.84133305,19.872840733333334,0.06378949684371443,19.83093567,19.94625348,0.11531781000000052,0.007933348
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,CBZ,1440,1.0,7,160,0.02,0.05,25,0.075,0,Synthetic,Single,5272687121662048829,2,19.60225223,19.60225223,0.45399318538752387,19.28123057,19.92327389,0.6420433199999991,0.0198873885
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,CBZ,1440,1.0,7,160,0.02,0.05,25,0.05,0,Synthetic,Single,4110917234554053486,2,19.76538781,19.76538781,0.08549032707416909,19.70493702,19.8258386,0.12090158000000173,0.0117306095
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,CBZ,1440,1.0,7,160,0.02,0.05,25,0.125,0,Synthetic,Single,8983482310911285779,2,19.845748190000002,19.845748190000002,0.011735299704063996,19.83745008,19.8540463,0.016596220000000272,0.0077125905
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,CBZ,1440,1.0,7,160,0.02,0.05,25,0.1,0,Synthetic,Single,4698714479479078593,1,19.87734947,19.87734947,0.0,19.87734947,19.87734947,0.0,0.006132526
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1.0,7,160,0.02,0.05,25,0.025,0,Synthetic,Single,2752320980736777346,3,17.65439878,17.532534546666668,0.2839915389828953,17.2079492,17.73525566,0.5273064599999984,0.117280061
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1.0,7,160,0.02,0.05,25,0.05,0,Synthetic,Single,1581374153419788761,3,17.96242808,18.118679439999998,1.431800183472123,16.77141363,19.62219661,2.850782979999998,0.101878596
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1.0,7,160,0.02,0.05,25,0.075,0,Synthetic,Single,2940048913095698858,3,18.20251406,18.10321041,0.20808119538084763,17.86408069,18.24303648,0.3789557899999991,0.089874297
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1.0,7,160,0.02,0.05,25,0.1,0,Synthetic,Single,11925369157470555558,3,18.06375866,17.855248246666665,0.6908117080330588,17.08419969,18.41778639,1.3335867000000015,0.096812067
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1.0,7,160,0.02,0.05,25,0.125,0,Synthetic,Single,7996446782005424040,3,18.01026546,17.978594546666667,0.8425129014936175,17.12069276,18.80482542,1.6841326599999995,0.099486727
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,CBZ,1440,1.0,7,160,0.02,0.05,25,0.025,0,Synthetic,Competative,17080829495524148363,3,13.93382478,14.004128706666668,0.6289163259465582,13.4133184,14.66524294,1.251924540000001,0.303308761
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,CBZ,1440,1.0,7,160,0.02,0.05,25,0.05,0,Synthetic,Competative,7131974856841213364,3,15.37039967,15.3947286,0.8855118492590278,14.52163191,16.29215422,1.7705223100000005,0.231480017
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,CBZ,1440,1.0,7,160,0.02,0.05,25,0.075,0,Synthetic,Competative,9447403498116937155,3,15.62383731,15.392030693333334,1.0356486371927216,14.26012179,16.29213298,2.032011190000002,0.218808135
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,CBZ,1440,1.0,7,160,0.02,0.05,25,0.1,0,Synthetic,Competative,2544031260383911655,3,16.04353724,16.21497678,0.3638185325760072,15.96855157,16.63284153,0.6642899599999996,0.197823138
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,CBZ,1440,1.0,7,160,0.02,0.05,25,0.125,0,Synthetic,Competative,6019283830254017005,3,15.89673809,15.503626113333334,1.2732071382683072,14.08022309,16.53391716,2.453694070000001,0.205163095
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,EE2,1440,1.0,7,160,0.02,0.05,25,0.025,0,Synthetic,Competative,1619834012639716208,3,16.22216097,16.511035359999997,0.8539686209802734,15.8389702,17.47197491,1.6330047099999998,0.188891952
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,EE2,1440,1.0,7,160,0.02,0.05,25,0.05,0,Synthetic,Competative,776204904542655447,3,18.36028801,18.393748856666665,1.047061056415307,17.36381929,19.45713927,2.0933199800000004,0.081985599
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,EE2,1440,1.0,7,160,0.02,0.05,25,0.075,0,Synthetic,Competative,16231430173642195752,3,18.1323937,17.71516631,0.8300544306232,16.75926998,18.25383525,1.4945652700000025,0.093380315
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,EE2,1440,1.0,7,160,0.02,0.05,25,0.1,0,Synthetic,Competative,5389311718729204388,3,18.53316427,18.13615876,1.0225699311770649,16.97461954,18.90069247,1.9260729300000001,0.073341786
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,EE2,1440,1.0,7,160,0.02,0.05,25,0.125,0,Synthetic,Competative,2686686752959241466,3,18.7079639,18.449165060000002,0.5786590726959445,17.78627366,18.85325762,1.0669839600000017,0.064601805
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1.0,7,160,0.02,0.05,25,0.025,0,Synthetic,Competative,15697118301370405832,3,11.5025546,11.377832493333335,0.23868669866967485,11.10262258,11.5283203,0.4256977200000005,0.42487227
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1.0,7,160,0.02,0.05,25,0.05,0,Synthetic,Competative,11806551746278233855,3,12.53035552,12.42021021,0.7576402055594025,11.61352616,13.11674895,1.5032227900000006,0.373482224
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1.0,7,160,0.02,0.05,25,0.075,0,Synthetic,Competative,12974101598079160016,3,13.51571931,13.39173226,0.5974725445041039,12.74199402,13.91748345,1.1754894300000007,0.324214034
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1.0,7,160,0.02,0.05,25,0.1,0,Synthetic,Competative,2933139064934329804,3,13.15310942,13.21429051,0.8844449371262344,12.36202461,14.1277375,1.7657128899999996,0.342344529
Alkali-modified SCG biochars,800,120,79.7,1.0,1.8,2.1,0.048933501,15.4,0.013,0.023,0.026,427.5,0.331,3.113,IBF,1440,1.0,7,160,0.02,0.05,25,0.125,0,Synthetic,Competative,16318967756588543778,3,13.84370966,13.530989716666667,0.5809426744207914,12.8606754,13.88858409,1.0279086900000003,0.307814517
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,NXP,0,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,8181753403025536020,1,0.0,0.0,0.0,0.0,0.0,0.0,30.0
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,NXP,30,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,7236922260448317948,3,14.17120229,14.01834743,0.6716445252299992,13.28344987,14.60039013,1.316940259999999,27.87431966
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,NXP,60,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,10541473202442348931,3,16.32788388,16.40537605,1.2502751686271982,15.19564938,17.69259489,2.496945509999998,27.55081742
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,NXP,120,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,14139316452646737785,3,17.22177881,16.848227573333332,0.9781072829180306,15.73839266,17.58451125,1.846118589999998,27.41673318
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,NXP,240,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,9763024518987940014,3,16.51826825,15.77644383,1.3914839198679787,14.17123024,16.639833,2.4686027599999996,27.52225976
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,NXP,480,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,15887886292177259301,3,16.7887568,14.77496083,3.8552938535543846,10.3297842,17.20634149,6.876557289999999,27.48168648
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,NXP,720,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,17949875270163903850,3,17.23071592,16.41498572,1.448057184474923,14.7430764,17.27116484,2.528088440000001,27.41539261
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,NXP,960,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,4187943329359161438,3,17.23813835,15.224172846666667,3.615335731888597,11.05039208,17.38398811,6.333596030000001,27.41427925
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,NXP,1440,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,9458265099261401006,3,17.23813835,15.224172846666667,3.615335731888597,11.05039208,17.38398811,6.333596030000001,27.41427925
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,DCF,0,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,7977060853338463678,1,0.0,0.0,0.0,0.0,0.0,0.0,30.0
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,DCF,30,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,2198341659602545558,3,13.91868839,13.6159303,0.6224382424862823,12.90003153,14.02907098,1.1290394500000005,27.91219674
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,DCF,60,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,16807819990896503937,3,14.78917427,15.430647503333333,1.2526453684129395,14.62866221,16.87410603,2.24544382,27.78162386
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,DCF,120,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,13812801542056912939,3,15.72133017,15.763575843333333,0.8549058168007461,14.93057607,16.63882129,1.7082452199999985,27.64180047
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,DCF,240,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,13242703023455998404,3,15.38987776,14.446356063333333,1.6521965260034381,12.53860132,15.41058911,2.8719877900000004,27.69151834
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,DCF,480,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,10135693571581433359,3,15.42913262,13.503305482000002,3.8676566296098365,9.050813116,16.02997071,6.979157594,27.68563011
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,DCF,720,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,6008478156415646104,3,15.57221697,14.924619243333334,1.5557625236368735,13.14966225,16.05197851,2.902316260000001,27.66416745
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,DCF,960,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,9471353462145092340,3,15.90465766,13.588595001000002,4.024036134090432,8.942045773,15.91908157,6.977035796999999,27.61430135
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,DCF,1440,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,5638615342311838916,9,14.99661152,14.379857997,2.1181394928939237,8.942045773,15.91908157,6.977035796999999,27.75050827
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,IBU,0,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,7005060955217620126,1,0.0,0.0,0.0,0.0,0.0,0.0,30.0
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,IBU,30,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,2505532420871944950,3,14.87129357,14.713263023333333,1.202847563694383,13.43921134,15.82928416,2.3900728200000003,27.76930596
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,IBU,60,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,17702078877809221217,3,15.68799021,16.41330936,1.5391978779817623,15.37077706,18.18116081,2.8103837500000015,27.64680147
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,IBU,120,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,14944427793197308491,3,16.10270243,16.763800146666664,1.1859873349861854,16.05570647,18.13299154,2.0772850699999985,27.58459464
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,IBU,240,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,10951857324102232612,3,16.33182844,15.2864309,1.8464597755582532,13.15445537,16.37300889,3.2185535200000004,27.55022573
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,IBU,480,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,8883391426004463471,3,16.56544362,14.280594134333334,3.961982492978508,9.705691803,16.57064698,6.864955176999999,27.51518346
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,IBU,720,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,13016132821430166328,3,16.37114691,15.808151916666667,1.8837269995442183,13.70712017,17.34618867,3.6390685000000005,27.54432796
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,IBU,960,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,10446930094873696724,3,16.63389065,14.41134109366667,4.331746388460078,9.419443701,17.18068893,7.761245228999998,27.5049164
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,IBU,1440,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,2828512855804384036,9,15.1857729,14.87392839011111,2.219982470253417,9.419443701,17.18068893,7.761245228999998,27.72213406
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,NXP,0,30.0,7,160,0.05,0.15,25,0.0,0,Secondary effluent,Single,17053035532018455372,1,0.0,0.0,0.0,0.0,0.0,0.0,30.0
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,NXP,30,30.0,7,160,0.05,0.15,25,0.0,0,Secondary effluent,Single,17098923533429936836,3,14.44646584,14.467987966666668,0.08786279052749504,14.39288595,14.56461211,0.1717261600000004,27.83303012
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,NXP,60,30.0,7,160,0.05,0.15,25,0.0,0,Secondary effluent,Single,13215046423171528219,3,15.62173129,15.65448749,0.11367205274187188,15.56079012,15.78094106,0.2201509399999999,27.65674031
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,NXP,120,30.0,7,160,0.05,0.15,25,0.0,0,Secondary effluent,Single,16825237191054845665,3,16.88164032,16.966549983333334,0.17683670217609213,16.84818199,17.16982764,0.32164565000000067,27.46775395
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,NXP,240,30.0,7,160,0.05,0.15,25,0.0,0,Secondary effluent,Single,6982030516250217062,3,17.00858908,17.02595755333333,0.05237181713622697,16.98447647,17.08480711,0.10033063999999925,27.44871164
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,NXP,480,30.0,7,160,0.05,0.15,25,0.0,0,Secondary effluent,Single,2755595898843553677,3,17.4625326,17.497639086666666,0.06566522646528536,17.45698947,17.57339519,0.11640571999999949,27.38062011
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,NXP,720,30.0,7,160,0.05,0.15,25,0.0,0,Secondary effluent,Single,12146535126227506594,3,17.54960963,17.552580746666667,0.0294855290482844,17.52469326,17.58343935,0.05874608999999964,27.36755856
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,NXP,960,30.0,7,160,0.05,0.15,25,0.0,0,Secondary effluent,Single,2569984335539275158,3,17.71590352,17.990487990000002,0.5586744388442485,17.62224125,18.6333192,1.0110779500000007,27.34261447
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,NXP,1440,30.0,7,160,0.05,0.15,25,0.0,0,Secondary effluent,Single,6648755328613141350,3,16.30019973,16.47798738666667,0.5008810086928075,16.09025196,17.04351047,0.9532585100000013,27.55497004
