Adsorbent,Pyrolysis temperature ,Pyrolysis time,C,H,O,N,(O+N)/C,Ash,H/C,O/C,N/C,Surface area,Pore volume,Average pore size,Pollutant,Adsorption time,Initial concentration,Solution pH,RPM,Volume,Adsorbent dosage,Adsorption temperature,Ion concentration,Humic acid,Wastewater type,Adsorption type,_condition_signature,n_replicates,Capacity,capacity_mean,capacity_std,capacity_min,capacity_max,capacity_spread,Final concentration
PSBOX-A,700,120,82.1,1.1,4.9,1.3,0.075517661,10.5,0.1,0.04,0.01,1977.6,0.12,3.4,CAR,1440,10.64,7,150,0.05,0.05,25,0.025,0,Synthetic,Single,17430757838404585944,3,208.4690291,208.49442853333332,0.05369678152238365,208.4581436,208.5561129,0.09796929999998838,0.217
PSBOX-A,700,120,82.1,1.1,4.9,1.3,0.075517661,10.5,0.1,0.04,0.01,1977.6,0.12,3.4,CAR,1440,10.64,7,150,0.05,0.05,25,0.5,0,Synthetic,Single,2646228309901749104,3,209.6107953,209.604815,0.027603170991200042,209.5747119,209.6289378,0.0542258999999774,0.159
PSBOX-A,700,120,82.1,1.1,4.9,1.3,0.075517661,10.5,0.1,0.04,0.01,1977.6,0.12,3.4,CAR,1440,10.64,7,150,0.05,0.05,25,0.75,0,Synthetic,Single,6790189810633164919,3,209.946431,209.95133616666666,0.05429149595032823,209.8996637,210.0079138,0.10825010000002067,0.143
PSBOX-A,700,120,82.1,1.1,4.9,1.3,0.075517661,10.5,0.1,0.04,0.01,1977.6,0.12,3.4,CAR,1440,10.64,7,150,0.05,0.05,25,0.1,0,Synthetic,Single,17952086120339776076,3,210.1556742,210.1424369,0.04570838451498734,210.0915708,210.1800657,0.0884949000000006,0.132
PSB,700,120,86.6,1.6,3.7,1.7,0.062355658,6.3,0.2,0.03,0.02,93.9,0.04,3.8,PYR,1440,10.64,7,150,0.05,0.05,25,0.0,0,Synthetic,Single,1339196494779022373,3,17.17592698,17.102398296666667,0.14560077410624986,16.93469605,17.19657186,0.2618758099999994,9.781
PSB,700,120,86.6,1.6,3.7,1.7,0.062355658,6.3,0.2,0.03,0.02,93.9,0.04,3.8,PYR,1440,10.64,7,150,0.05,0.05,25,0.025,0,Synthetic,Single,9073084972282701478,3,18.63812304,18.665051143333333,0.24838692596392492,18.43122544,18.92580495,0.4945795100000012,9.708
PSB,700,120,86.6,1.6,3.7,1.7,0.062355658,6.3,0.2,0.03,0.02,93.9,0.04,3.8,PYR,1440,10.64,7,150,0.05,0.05,25,0.5,0,Synthetic,Single,191357271387646750,3,24.9350358,24.894718440000002,0.8302323373205975,24.04506195,25.70405757,1.658995619999999,9.393
PSB,700,120,86.6,1.6,3.7,1.7,0.062355658,6.3,0.2,0.03,0.02,93.9,0.04,3.8,PYR,1440,10.64,7,150,0.05,0.05,25,0.75,0,Synthetic,Single,15057238795158855309,3,26.62477433,26.590291396666668,0.09534326070318737,26.48250418,26.66359568,0.18109150000000085,9.309
PSB,700,120,86.6,1.6,3.7,1.7,0.062355658,6.3,0.2,0.03,0.02,93.9,0.04,3.8,PYR,1440,10.64,7,150,0.05,0.05,25,0.1,0,Synthetic,Single,17620546108433666946,3,26.82538871,26.832120736666667,0.48788232560380856,26.34763926,27.32333424,0.9756949800000001,9.299
PSBOX-A,700,120,82.1,1.1,4.9,1.3,0.075517661,10.5,0.1,0.04,0.01,1977.6,0.12,3.4,PYR,1440,10.64,7,150,0.05,0.05,25,0.0,0,Synthetic,Single,899458601566528766,3,194.1022108,194.10221083333332,0.13161115000000084,193.9705997,194.233822,0.26322229999999536,0.935
PSBOX-A,700,120,82.1,1.1,4.9,1.3,0.075517661,10.5,0.1,0.04,0.01,1977.6,0.12,3.4,PYR,1440,10.64,7,150,0.05,0.05,25,0.025,0,Synthetic,Single,1321739968319666973,3,195.2598949,195.25989493333336,0.09593135000000508,195.1639636,195.3558263,0.1918627000000015,0.877
PSBOX-A,700,120,82.1,1.1,4.9,1.3,0.075517661,10.5,0.1,0.04,0.01,1977.6,0.12,3.4,PYR,1440,10.64,7,150,0.05,0.05,25,0.5,0,Synthetic,Single,5455317057129671173,3,196.6287402,196.6287402,0.04678760000000182,196.5819526,196.6755278,0.09357520000000363,0.809
PSBOX-A,700,120,82.1,1.1,4.9,1.3,0.075517661,10.5,0.1,0.04,0.01,1977.6,0.12,3.4,PYR,1440,10.64,7,150,0.05,0.05,25,0.75,0,Synthetic,Single,15862192128811519798,3,196.7750496,196.77504956666667,0.04162635000001137,196.7334232,196.8166759,0.08325270000000273,0.801
PSBOX-A,700,120,82.1,1.1,4.9,1.3,0.075517661,10.5,0.1,0.04,0.01,1977.6,0.12,3.4,PYR,1440,10.64,7,150,0.05,0.05,25,0.1,0,Synthetic,Single,8241896323355349481,3,196.9445844,196.94458443333335,0.060812650000009426,196.8837718,197.0053971,0.12162530000000515,0.793
PSB,700,120,86.6,1.6,3.7,1.7,0.062355658,6.3,0.2,0.03,0.02,93.9,0.04,3.8,TEB,1440,10.64,7,150,0.05,0.05,25,0.0,0,Synthetic,Single,2069203419941843580,3,18.5704364,18.48460383666667,0.3328239315480068,18.11727062,18.76610449,0.6488338700000007,9.711
PSB,700,120,86.6,1.6,3.7,1.7,0.062355658,6.3,0.2,0.03,0.02,93.9,0.04,3.8,TEB,1440,10.64,7,150,0.05,0.05,25,0.025,0,Synthetic,Single,1309509411171930483,3,19.82286297,19.70988569666667,0.2629913876521399,19.40928321,19.89751091,0.4882276999999995,9.649
PSB,700,120,86.6,1.6,3.7,1.7,0.062355658,6.3,0.2,0.03,0.02,93.9,0.04,3.8,TEB,1440,10.64,7,150,0.05,0.05,25,0.5,0,Synthetic,Single,477985032669267579,3,27.30236045,27.349863683333336,0.1382176745991832,27.24166187,27.50556873,0.26390685999999874,9.275
PSB,700,120,86.6,1.6,3.7,1.7,0.062355658,6.3,0.2,0.03,0.02,93.9,0.04,3.8,TEB,1440,10.64,7,150,0.05,0.05,25,0.75,0,Synthetic,Single,17094379585449312116,3,28.7617654,28.72029432333333,0.20487283002628578,28.49785854,28.90125903,0.4034004899999992,9.202
PSB,700,120,86.6,1.6,3.7,1.7,0.062355658,6.3,0.2,0.03,0.02,93.9,0.04,3.8,TEB,1440,10.64,7,150,0.05,0.05,25,0.1,0,Synthetic,Single,14772966102207275455,3,29.57610657,29.55914113333333,0.1337056632545165,29.41776246,29.68355437,0.2657919100000008,9.161
PSBOX-A,700,120,82.1,1.1,4.9,1.3,0.075517661,10.5,0.1,0.04,0.01,1977.6,0.12,3.4,TEB,1440,10.64,7,150,0.05,0.05,25,0.0,0,Synthetic,Single,4200786981586363771,3,201.9329242,201.9104293,0.04496753005903974,201.8586533,201.9397104,0.08105710000000954,0.543
PSBOX-A,700,120,82.1,1.1,4.9,1.3,0.075517661,10.5,0.1,0.04,0.01,1977.6,0.12,3.4,TEB,1440,10.64,7,150,0.05,0.05,25,0.025,0,Synthetic,Single,16676324305660155556,3,202.7408562,202.6904625666667,0.10678256086601173,202.5678087,202.7627228,0.19491410000000542,0.503
PSBOX-A,700,120,82.1,1.1,4.9,1.3,0.075517661,10.5,0.1,0.04,0.01,1977.6,0.12,3.4,TEB,1440,10.64,7,150,0.05,0.05,25,0.5,0,Synthetic,Single,15664822722295538556,3,203.1717784,203.16511793333333,0.054032664133597655,203.1080638,203.2155116,0.10744780000001697,0.481
PSBOX-A,700,120,82.1,1.1,4.9,1.3,0.075517661,10.5,0.1,0.04,0.01,1977.6,0.12,3.4,TEB,1440,10.64,7,150,0.05,0.05,25,0.75,0,Synthetic,Single,18006454412294099555,3,203.7859274,203.77021866666666,0.10550099276899266,203.6577441,203.8669845,0.20924039999999877,0.451
PSBOX-A,700,120,82.1,1.1,4.9,1.3,0.075517661,10.5,0.1,0.04,0.01,1977.6,0.12,3.4,TEB,1440,10.64,7,150,0.05,0.05,25,0.1,0,Synthetic,Single,8208949164701929664,3,204.0890433,204.0573745,0.07110207669378177,203.9759404,204.1071398,0.13119939999998564,0.436
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,IBF,30,10.0,7,200,0.025,0.05,25,0.0,0,Synthetic,Single,7190918633054368776,5,93.33333333,96.0,47.51607915105042,26.66666667,146.6666667,120.00000003000001,5.333333333
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,IBF,30,20.0,7,200,0.025,0.05,25,0.0,0,Synthetic,Single,3471020195896376932,2,188.88888889999998,188.88888889999998,3.1426967738465628,186.6666667,191.1111111,4.4444443999999805,10.555555555
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,IBF,30,30.0,7,200,0.025,0.05,25,0.0,0,Synthetic,Single,4079174506986504862,2,180.0,180.0,9.428090462961096,173.3333333,186.6666667,13.333333400000015,21.0
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,IBF,30,50.0,7,200,0.025,0.05,25,0.0,0,Synthetic,Single,1448967503783819399,2,215.55555555,215.55555555,3.1426968445572565,213.3333333,217.7777778,4.444444500000003,39.222222220000006
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,IBF,30,80.0,7,200,0.025,0.05,25,0.0,0,Synthetic,Single,17800563843986699496,2,251.1111111,251.1111111,15.713484010654222,240.0,262.2222222,22.222222199999976,67.444444445
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,IBF,30,100.0,7,200,0.025,0.05,25,0.0,0,Synthetic,Single,15001488353541702053,2,277.77777779999997,277.77777779999997,3.142696773846583,275.5555556,280.0,4.444444400000009,86.11111111
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,ATE,30,10.0,7,200,0.025,0.05,25,0.0,0,Synthetic,Single,494444688020442545,4,59.40740741,51.25925926,20.474481423133227,20.88888889,65.33333333,44.44444444,7.0296296300000005
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,ATE,30,20.0,7,200,0.025,0.05,25,0.0,0,Synthetic,Single,14727653636978487653,2,89.037037035,89.037037035,4.190262409912202,86.07407407,92.0,5.925925930000005,15.54814815
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,ATE,30,30.0,7,200,0.025,0.05,25,0.0,0,Synthetic,Single,2667632035415158299,2,130.5185185,130.5185185,2.095131229704838,129.037037,132.0,2.962963000000002,23.474074074999997
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,ATE,30,50.0,7,200,0.025,0.05,25,0.0,0,Synthetic,Single,13196770594572783810,2,174.2222222,174.2222222,3.1426967738465827,172.0,176.4444444,4.444444400000009,41.288888889999996
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,ATE,30,80.0,7,200,0.025,0.05,25,0.0,0,Synthetic,Single,2927233624632432593,2,249.77777774999998,249.77777774999998,9.428090392250422,243.1111111,256.4444444,13.333333300000021,67.51111111
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,ATE,30,100.0,7,200,0.025,0.05,25,0.0,0,Synthetic,Single,13021351069936263588,2,287.55555555,287.55555555,6.28539361840382,283.1111111,292.0,8.888888899999984,85.62222222
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,CBZ,30,10.0,7,200,0.025,0.05,25,0.0,0,Synthetic,Single,10992409284873624159,7,116.0714286,115.78609221857143,13.34358650286017,96.62698413,133.531746,36.90476187,4.196428571
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,CBZ,30,20.0,7,200,0.025,0.05,25,0.0,0,Synthetic,Single,4845104700447170443,2,200.3968254,200.3968254,0.2805979312870523,200.1984127,200.5952381,0.3968253999999831,9.98015873
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,CBZ,30,30.0,7,200,0.025,0.05,25,0.0,0,Synthetic,Single,16091125448668008469,2,245.3042328,245.3042328,11.598047732251091,237.1031746,253.505291,16.40211640000001,17.73478836
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,CBZ,30,50.0,7,200,0.025,0.05,25,0.0,0,Synthetic,Single,11287251001192722112,2,271.6269841,271.6269841,2.8059793128706434,269.6428571,273.6111111,3.9682540000000017,36.41865079
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,CBZ,30,80.0,7,200,0.025,0.05,25,0.0,0,Synthetic,Single,3419474445918775103,2,338.95502645,338.95502645,2.6189140017757104,337.1031746,340.8068783,3.7037037000000055,63.052248675
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,CBZ,30,100.0,7,200,0.025,0.05,25,0.0,0,Synthetic,Single,9462464067946150286,2,350.3968254,350.3968254,5.892556557028359,346.2301587,354.5634921,8.333333400000015,82.48015873
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,IBF,30,10.0,3,200,0.025,0.05,25,0.0,0,Synthetic,Single,5256351471210846831,1,93.33333333,93.33333333,0.0,93.33333333,93.33333333,0.0,5.333333333
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,IBF,30,10.0,5,200,0.025,0.05,25,0.0,0,Synthetic,Single,16058766177640236849,1,53.33333333,53.33333333,0.0,53.33333333,53.33333333,0.0,7.333333333
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,IBF,30,10.0,9,200,0.025,0.05,25,0.0,0,Synthetic,Single,1577968485420020185,1,-13.33333333,-13.33333333,0.0,-13.33333333,-13.33333333,0.0,10.66666667
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,ATE,30,10.0,3,200,0.025,0.05,25,0.0,0,Synthetic,Single,4083583832134547610,1,29.77777778,29.77777778,0.0,29.77777778,29.77777778,0.0,8.511111111
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,ATE,30,10.0,5,200,0.025,0.05,25,0.0,0,Synthetic,Single,14456624691018402440,1,52.0,52.0,0.0,52.0,52.0,0.0,7.4
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,ATE,30,10.0,9,200,0.025,0.05,25,0.0,0,Synthetic,Single,2817257800432307936,1,74.22222222,74.22222222,0.0,74.22222222,74.22222222,0.0,6.288888889
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,CBZ,30,10.0,3,200,0.025,0.05,25,0.0,0,Synthetic,Single,17877692717919212344,1,99.00793651,99.00793651,0.0,99.00793651,99.00793651,0.0,5.049603175
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,CBZ,30,10.0,5,200,0.025,0.05,25,0.0,0,Synthetic,Single,5543347822095267594,1,111.7063492,111.7063492,0.0,111.7063492,111.7063492,0.0,4.41468254
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,CBZ,30,10.0,9,200,0.025,0.05,25,0.0,0,Synthetic,Single,15643040734785404258,2,107.5396825,107.5396825,0.28059793128706234,107.3412698,107.7380952,0.39682539999999733,4.623015873
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,IBF,30,10.0,7,200,0.025,0.05,15,0.0,0,Synthetic,Single,1981786639708089072,1,80.0,80.0,0.0,80.0,80.0,0.0,6.0
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,IBF,30,10.0,7,200,0.025,0.05,35,0.0,0,Synthetic,Single,2301213766101142728,1,80.0,80.0,0.0,80.0,80.0,0.0,6.0
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,IBF,30,10.0,7,200,0.025,0.05,45,0.0,0,Synthetic,Single,13432844105424177844,1,80.0,80.0,0.0,80.0,80.0,0.0,6.0
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,ATE,30,10.0,7,200,0.025,0.05,15,0.0,0,Synthetic,Single,8832988373718421113,1,52.0,52.0,0.0,52.0,52.0,0.0,7.4
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,ATE,30,10.0,7,200,0.025,0.05,35,0.0,0,Synthetic,Single,11995497615751760497,1,65.33333333,65.33333333,0.0,65.33333333,65.33333333,0.0,6.733333333
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,ATE,30,10.0,7,200,0.025,0.05,45,0.0,0,Synthetic,Single,4566891459070429949,1,69.77777778,69.77777778,0.0,69.77777778,69.77777778,0.0,6.511111111
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,CBZ,30,10.0,7,200,0.025,0.05,15,0.0,0,Synthetic,Single,7003531289417328151,1,75.1984127,75.1984127,0.0,75.1984127,75.1984127,0.0,6.240079365
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,CBZ,30,10.0,7,200,0.025,0.05,35,0.0,0,Synthetic,Single,5153969114014493471,2,106.34920635,106.34920635,0.2805978605763884,106.1507937,106.547619,0.39682530000000327,4.6825396825
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,CBZ,30,10.0,7,200,0.025,0.05,45,0.0,0,Synthetic,Single,9468869826129473579,1,111.7063492,111.7063492,0.0,111.7063492,111.7063492,0.0,4.41468254
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,IBF,30,10.0,7,200,0.025,0.05,25,0.1,0,Synthetic,Single,5694641682026370163,1,53.33333333,53.33333333,0.0,53.33333333,53.33333333,0.0,7.333333333
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,IBF,30,10.0,7,200,0.025,0.05,25,0.2,0,Synthetic,Single,1427241728245223834,1,93.33333333,93.33333333,0.0,93.33333333,93.33333333,0.0,5.333333333
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,IBF,30,10.0,7,200,0.025,0.05,25,0.3,0,Synthetic,Single,6190370585095405739,1,106.6666667,106.6666667,0.0,106.6666667,106.6666667,0.0,4.666666667
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,IBF,30,10.0,7,200,0.025,0.05,25,0.4,0,Synthetic,Single,18275886418431496465,2,86.66666666500001,86.66666666500001,9.428090413463613,80.0,93.33333333,13.333333330000002,5.666666666499999
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,IBF,30,10.0,7,200,0.025,0.05,25,0.5,0,Synthetic,Single,11883562998057694807,1,80.0,80.0,0.0,80.0,80.0,0.0,6.0
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,ATE,30,10.0,7,200,0.025,0.05,25,0.1,0,Synthetic,Single,2739195672437475990,1,25.33333333,25.33333333,0.0,25.33333333,25.33333333,0.0,8.733333333
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,ATE,30,10.0,7,200,0.025,0.05,25,0.2,0,Synthetic,Single,4889261279964453815,1,34.22222222,34.22222222,0.0,34.22222222,34.22222222,0.0,8.288888889
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,ATE,30,10.0,7,200,0.025,0.05,25,0.3,0,Synthetic,Single,15766900261523129982,1,29.77777778,29.77777778,0.0,29.77777778,29.77777778,0.0,8.511111111
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,ATE,30,10.0,7,200,0.025,0.05,25,0.4,0,Synthetic,Single,2251970015060094952,1,43.11111111,43.11111111,0.0,43.11111111,43.11111111,0.0,7.844444444
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,ATE,30,10.0,7,200,0.025,0.05,25,0.5,0,Synthetic,Single,3372112137638680762,1,25.33333333,25.33333333,0.0,25.33333333,25.33333333,0.0,8.733333333
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,CBZ,30,10.0,7,200,0.025,0.05,25,0.1,0,Synthetic,Single,13642797632329783324,2,104.29232805000001,104.29232805000001,4.667278886029141,100.9920635,107.5925926,6.600529100000003,4.7853835975
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,CBZ,30,10.0,7,200,0.025,0.05,25,0.2,0,Synthetic,Single,8312523554580501017,2,94.70238094999999,94.70238094999999,5.134942100126873,91.07142857,98.33333333,7.261904760000007,5.264880952
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,CBZ,30,10.0,7,200,0.025,0.05,25,0.3,0,Synthetic,Single,13741302519261384500,2,115.80026455000001,115.80026455000001,4.1060830234550165,112.8968254,118.7037037,5.806878300000008,4.209986772500001
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,CBZ,30,10.0,7,200,0.025,0.05,25,0.4,0,Synthetic,Single,14554286089832423346,2,120.0198413,120.0198413,3.9003112024637847,117.2619048,122.7777778,5.515872999999999,3.9990079365
C-Biochar,600,240,79.42,2.09,5.93,2.88,0.110929237,9.68,0.026,0.075,0.036,1048.2,1.044,3.985,CBZ,30,10.0,7,200,0.025,0.05,25,0.5,0,Synthetic,Single,5438282376099404640,2,106.97751325,106.97751325,4.53633317533376,103.7698413,110.1851852,6.4153439000000105,4.651124339
PAC,600,240,85.02,0.76,3.86,0.32,0.049164902,10.04,0.009,0.036,0.004,957.6,0.676,2.825,IBF,30,10.0,7,200,0.025,0.05,25,0.0,0,Synthetic,Single,2297815242621890584,4,86.66666666500001,77.77777776500001,53.88602511336792,13.33333333,124.4444444,111.11111106999999,5.666666666499999
PAC,600,240,85.02,0.76,3.86,0.32,0.049164902,10.04,0.009,0.036,0.004,957.6,0.676,2.825,IBF,30,20.0,7,200,0.025,0.05,25,0.0,0,Synthetic,Single,17976950169940105300,2,113.33333335,113.33333335,9.428090392250413,106.6666667,120.0,13.333333300000007,14.333333334999999
PAC,600,240,85.02,0.76,3.86,0.32,0.049164902,10.04,0.009,0.036,0.004,957.6,0.676,2.825,IBF,30,30.0,7,200,0.025,0.05,25,0.0,0,Synthetic,Single,8164814042597486158,2,153.33333335,153.33333335,47.1404521026734,120.0,186.6666667,66.66666670000001,22.333333335
PAC,600,240,85.02,0.76,3.86,0.32,0.049164902,10.04,0.009,0.036,0.004,957.6,0.676,2.825,IBF,30,50.0,7,200,0.025,0.05,25,0.0,0,Synthetic,Single,13880830126020097943,2,137.77777774999998,137.77777774999998,6.28539361840384,133.3333333,142.2222222,8.888888900000012,43.111111109999996
PAC,600,240,85.02,0.76,3.86,0.32,0.049164902,10.04,0.009,0.036,0.004,957.6,0.676,2.825,IBF,30,80.0,7,200,0.025,0.05,25,0.0,0,Synthetic,Single,1645622453866976568,2,193.33333335,193.33333335,9.428090392250402,186.6666667,200.0,13.333333299999993,70.33333333499999
PAC,600,240,85.02,0.76,3.86,0.32,0.049164902,10.04,0.009,0.036,0.004,957.6,0.676,2.825,IBF,30,100.0,7,200,0.025,0.05,25,0.0,0,Synthetic,Single,3084970582318850517,2,202.2222222,202.2222222,3.1426967738465827,200.0,204.4444444,4.444444400000009,89.88888889
PAC,600,240,85.02,0.76,3.86,0.32,0.049164902,10.04,0.009,0.036,0.004,957.6,0.676,2.825,ATE,30,10.0,7,200,0.025,0.05,25,0.0,0,Synthetic,Single,3871708175211330081,5,74.22222222,74.222222222,20.367003088510774,43.11111111,96.44444444,53.333333329999995,6.288888889
PAC,600,240,85.02,0.76,3.86,0.32,0.049164902,10.04,0.009,0.036,0.004,957.6,0.676,2.825,ATE,30,20.0,7,200,0.025,0.05,25,0.0,0,Synthetic,Single,9064788324070605109,2,149.03703704999998,149.03703704999998,1.0475656148524188,148.2962963,149.7777778,1.481481500000001,12.54814815
PAC,600,240,85.02,0.76,3.86,0.32,0.049164902,10.04,0.009,0.036,0.004,957.6,0.676,2.825,ATE,30,30.0,7,200,0.025,0.05,25,0.0,0,Synthetic,Single,7422585745775326891,2,186.81481485,186.81481485,4.190262388698981,183.8518519,189.7777778,5.9259258999999815,20.65925926
PAC,600,240,85.02,0.76,3.86,0.32,0.049164902,10.04,0.009,0.036,0.004,957.6,0.676,2.825,ATE,30,50.0,7,200,0.025,0.05,25,0.0,0,Synthetic,Single,13807297029344534322,2,252.0,252.0,12.570787236807659,243.1111111,260.8888889,17.777777799999996,37.4
PAC,600,240,85.02,0.76,3.86,0.32,0.049164902,10.04,0.009,0.036,0.004,957.6,0.676,2.825,ATE,30,80.0,7,200,0.025,0.05,25,0.0,0,Synthetic,Single,4524389091767680065,2,369.77777779999997,369.77777779999997,3.142696773846583,367.5555556,372.0,4.444444400000009,61.51111111
PAC,600,240,85.02,0.76,3.86,0.32,0.049164902,10.04,0.009,0.036,0.004,957.6,0.676,2.825,ATE,30,100.0,7,200,0.025,0.05,25,0.0,0,Synthetic,Single,8326948522611645300,1,385.3333333,385.3333333,0.0,385.3333333,385.3333333,0.0,80.73333333
PAC,600,240,85.02,0.76,3.86,0.32,0.049164902,10.04,0.009,0.036,0.004,957.6,0.676,2.825,CBZ,30,10.0,7,200,0.025,0.05,25,0.0,0,Synthetic,Single,8252210126259319087,5,97.81746032,97.57936508200001,3.5999741097652485,92.65873016,102.1825397,9.523809540000002,5.109126984
PAC,600,240,85.02,0.76,3.86,0.32,0.049164902,10.04,0.009,0.036,0.004,957.6,0.676,2.825,CBZ,30,20.0,7,200,0.025,0.05,25,0.0,0,Synthetic,Single,7621792564541492219,2,140.87301585,140.87301585,12.065710974633095,132.3412698,149.4047619,17.06349210000002,12.956349205
