Adsorbent,Pyrolysis temperature ,Pyrolysis time,C,H,O,N,(O+N)/C,Ash,H/C,O/C,N/C,Surface area,Pore volume,Average pore size,Pollutant,Adsorption time,Initial concentration,Solution pH,RPM,Volume,Adsorbent dosage,Adsorption temperature,Ion concentration,Humic acid,Wastewater type,Adsorption type,_condition_signature,n_replicates,Capacity,capacity_mean,capacity_std,capacity_min,capacity_max,capacity_spread,Final concentration,_cross_domain_signature
MCB,700,90,68.9,1.8,5.7,2.6,0.120464441,21.0,0.313,0.062,0.032,678.1,0.191,2.0,IBU,1442,5.0,7,150,0.05,0.05,35,0.0,0,Ground water,Single,4455110848701685405,1,8.911372581,8.911372581,0.0,8.911372581,8.911372581,0.0,4.554431371,8792620534792125774
MCB,700,90,68.9,1.8,5.7,2.6,0.120464441,21.0,0.313,0.062,0.032,678.1,0.191,2.0,IBU,1443,7.0,7,150,0.05,0.05,35,0.0,0,Ground water,Single,11762488407744678739,1,12.25173465,12.25173465,0.0,12.25173465,12.25173465,0.0,6.387413268,13646972427795895204
MCB,700,90,68.9,1.8,5.7,2.6,0.120464441,21.0,0.313,0.062,0.032,678.1,0.191,2.0,IBU,1444,10.0,7,150,0.05,0.05,35,0.0,0,Ground water,Single,6013514587014568581,1,16.53267674,16.53267674,0.0,16.53267674,16.53267674,0.0,9.173366163,16540512412547263006
MCB,700,90,68.9,1.8,5.7,2.6,0.120464441,21.0,0.313,0.062,0.032,678.1,0.191,2.0,IBU,1445,1.0,7,150,0.05,0.05,35,0.0,0,Ground water,Single,5063045211398234170,1,0.926541403,0.926541403,0.0,0.926541403,0.926541403,0.0,0.95367293,16065386681265212447
MCB,700,90,68.9,1.8,5.7,2.6,0.120464441,21.0,0.313,0.062,0.032,678.1,0.191,2.0,IBU,1446,3.0,7,150,0.05,0.05,35,0.0,0,Ground water,Single,14068852684247809683,1,4.795834427,4.795834427,0.0,4.795834427,4.795834427,0.0,2.760208279,4242113227020736892
MCB,700,90,68.9,1.8,5.7,2.6,0.120464441,21.0,0.313,0.062,0.032,678.1,0.191,2.0,IBU,1447,5.0,7,150,0.05,0.05,35,0.0,0,Ground water,Single,5401092152217355674,1,8.837587035,8.837587035,0.0,8.837587035,8.837587035,0.0,4.558120648,6937307671702764247
MCB,700,90,68.9,1.8,5.7,2.6,0.120464441,21.0,0.313,0.062,0.032,678.1,0.191,2.0,IBU,1448,7.0,7,150,0.05,0.05,35,0.0,0,Ground water,Single,4876135090601352030,1,11.61615371,11.61615371,0.0,11.61615371,11.61615371,0.0,6.419192315,650884918458672283
MCB,700,90,68.9,1.8,5.7,2.6,0.120464441,21.0,0.313,0.062,0.032,678.1,0.191,2.0,IBU,1449,10.0,7,150,0.05,0.05,35,0.0,0,Ground water,Single,5227174343604349669,1,16.78103695,16.78103695,0.0,16.78103695,16.78103695,0.0,9.160948152,13332991599891019582
MCB,700,90,68.9,1.8,5.7,2.6,0.120464441,21.0,0.313,0.062,0.032,678.1,0.191,2.0,IBU,1450,1.0,7,150,0.05,0.05,35,0.0,0,Ground water,Single,10615916952824361109,1,0.940014935,0.940014935,0.0,0.940014935,0.940014935,0.0,0.952999253,8852585918051063646
MCB,700,90,68.9,1.8,5.7,2.6,0.120464441,21.0,0.313,0.062,0.032,678.1,0.191,2.0,IBU,1451,3.0,7,150,0.05,0.05,35,0.0,0,Ground water,Single,5217975499825798009,1,4.975333508,4.975333508,0.0,4.975333508,4.975333508,0.0,2.751233325,10417972626326241314
MCB,700,90,68.9,1.8,5.7,2.6,0.120464441,21.0,0.313,0.062,0.032,678.1,0.191,2.0,IBU,1452,5.0,7,150,0.05,0.05,35,0.0,0,Ground water,Single,14111493200991021164,1,8.967753133,8.967753133,0.0,8.967753133,8.967753133,0.0,4.551612343,2662107263833251001
MCB,700,90,68.9,1.8,5.7,2.6,0.120464441,21.0,0.313,0.062,0.032,678.1,0.191,2.0,IBU,1453,7.0,7,150,0.05,0.05,35,0.0,0,Ground water,Single,17240586646336196107,1,11.89212295,11.89212295,0.0,11.89212295,11.89212295,0.0,6.405393853,12768888749867017644
MCB,700,90,68.9,1.8,5.7,2.6,0.120464441,21.0,0.313,0.062,0.032,678.1,0.191,2.0,IBU,1454,10.0,7,150,0.05,0.05,35,0.0,0,Ground water,Single,13502903946945625167,1,16.23847908,16.23847908,0.0,16.23847908,16.23847908,0.0,9.188076046,14521805741358922816
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1440,1.0,7,150,0.05,0.05,15,0.0,0,Ground water,Single,15326704995964888575,1,19.41590749,19.41590749,0.0,19.41590749,19.41590749,0.0,0.029204626,14854747554281942324
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1441,3.0,7,150,0.05,0.05,15,0.0,0,Ground water,Single,6263373633398562268,1,48.10068417,48.10068417,0.0,48.10068417,48.10068417,0.0,0.594965791,12382542368705442109
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1442,5.0,7,150,0.05,0.05,15,0.0,0,Ground water,Single,15656187769971727515,1,65.5023835,65.5023835,0.0,65.5023835,65.5023835,0.0,1.724880825,1250144468833931704
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1443,7.0,7,150,0.05,0.05,15,0.0,0,Ground water,Single,11971345250686531537,1,81.90482149,81.90482149,0.0,81.90482149,81.90482149,0.0,2.904758926,16007769332154566046
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1444,10.0,7,150,0.05,0.05,15,0.0,0,Ground water,Single,13447245047022571407,1,96.35233809,96.35233809,0.0,96.35233809,96.35233809,0.0,5.182383096,8931928064415706564
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1445,1.0,7,150,0.05,0.05,15,0.0,0,Ground water,Single,11502051642537447096,1,19.33232961,19.33232961,0.0,19.33232961,19.33232961,0.0,0.033383519,2494474262356447473
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1446,3.0,7,150,0.05,0.05,15,0.0,0,Ground water,Single,9591994285362170109,1,48.00012109,48.00012109,0.0,48.00012109,48.00012109,0.0,0.599993945,3975812499507297874
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1447,5.0,7,150,0.05,0.05,15,0.0,0,Ground water,Single,15301960229397454996,1,65.42640215,65.42640215,0.0,65.42640215,65.42640215,0.0,1.728679893,16971378590107282213
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1448,7.0,7,150,0.05,0.05,15,0.0,0,Ground water,Single,10095480628131707324,1,71.60230075,71.60230075,0.0,71.60230075,71.60230075,0.0,3.419884962,3288405580280377453
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1449,10.0,7,150,0.05,0.05,15,0.0,0,Ground water,Single,11246765387240227503,1,97.85299401,97.85299401,0.0,97.85299401,97.85299401,0.0,5.1073503,4043201825417480292
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1450,1.0,7,150,0.05,0.05,15,0.0,0,Ground water,Single,21663042305783391,1,19.48302488,19.48302488,0.0,19.48302488,19.48302488,0.0,0.025848756,5273671181931399444
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1451,3.0,7,150,0.05,0.05,15,0.0,0,Ground water,Single,5476090641586445271,1,47.95678621,47.95678621,0.0,47.95678621,47.95678621,0.0,0.602160689,10890612996892504908
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1452,5.0,7,150,0.05,0.05,15,0.0,0,Ground water,Single,16044322656900964210,1,65.99160427,65.99160427,0.0,65.99160427,65.99160427,0.0,1.700419786,11927604495688621867
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1453,7.0,7,150,0.05,0.05,15,0.0,0,Ground water,Single,6626193490020143849,1,76.17312963,76.17312963,0.0,76.17312963,76.17312963,0.0,3.191343519,17631489427209109286
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1454,10.0,7,150,0.05,0.05,15,0.0,0,Ground water,Single,7223928982610386437,1,95.8938909,95.8938909,0.0,95.8938909,95.8938909,0.0,5.205305455,11372770736063666330
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1440,1.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,5416937588040697047,1,19.89471432,19.89471432,0.0,19.89471432,19.89471432,0.0,0.005264284,681842854996113228
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1441,3.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,10872664682788582276,1,48.63196432,48.63196432,0.0,48.63196432,48.63196432,0.0,0.568401784,3620047003067915141
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1442,5.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,17733708730359010483,1,69.23472926,69.23472926,0.0,69.23472926,69.23472926,0.0,1.538263537,16053200679411320960
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1443,7.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,2870718948475246841,1,87.27229207,87.27229207,0.0,87.27229207,87.27229207,0.0,2.636385396,14088097249286282646
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1444,10.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,6957204742701140519,1,99.51006075,99.51006075,0.0,99.51006075,99.51006075,0.0,5.024496963,5341095197252057116
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1445,1.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,7757649415160392368,1,20.0,20.0,0.0,20.0,20.0,0.0,0.0,7320263328106590089
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1446,3.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,7160425035341295589,1,49.64386769,49.64386769,0.0,49.64386769,49.64386769,0.0,0.517806616,14217356271743254970
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1447,5.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,13008548751510191596,1,67.37306505,67.37306505,0.0,67.37306505,67.37306505,0.0,1.631346748,8514151187115479069
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1448,7.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,1215250801037100964,1,84.16060869,84.16060869,0.0,84.16060869,84.16060869,0.0,2.791969565,5990114117218492661
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1449,10.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,16509248199414197255,1,95.47365234,95.47365234,0.0,95.47365234,95.47365234,0.0,5.226317383,11166537510610801532
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1450,1.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,6536290938282073975,1,19.83660619,19.83660619,0.0,19.83660619,19.83660619,0.0,0.008169691,5391292762720185836
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1451,3.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,1004080232524795647,1,49.82836384,49.82836384,0.0,49.82836384,49.82836384,0.0,0.508581808,10149225752138262836
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1452,5.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,4574388838173876122,1,67.18646996,67.18646996,0.0,67.18646996,67.18646996,0.0,1.640676502,18004675998426904163
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1453,7.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,15429002766855510145,1,78.58598155,78.58598155,0.0,78.58598155,78.58598155,0.0,3.070700922,8889855346078594862
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1454,10.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,17540682116660840541,1,90.719401,90.719401,0.0,90.719401,90.719401,0.0,5.46402995,10464548935341551474
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1440,1.0,7,150,0.05,0.05,35,0.0,0,Ground water,Single,2288984687875381655,1,19.95246725,19.95246725,0.0,19.95246725,19.95246725,0.0,0.002376637,11289777811743478284
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1441,3.0,7,150,0.05,0.05,35,0.0,0,Ground water,Single,6018886123328251204,1,50.82752023,50.82752023,0.0,50.82752023,50.82752023,0.0,0.458623988,12330415739417403333
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1442,5.0,7,150,0.05,0.05,35,0.0,0,Ground water,Single,9630602491408957811,1,69.69692224,69.69692224,0.0,69.69692224,69.69692224,0.0,1.515153888,9261784891593533632
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1443,7.0,7,150,0.05,0.05,35,0.0,0,Ground water,Single,12670958450097869881,1,85.46103453,85.46103453,0.0,85.46103453,85.46103453,0.0,2.726948273,10369385875345292374
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1444,10.0,7,150,0.05,0.05,35,0.0,0,Ground water,Single,18008818454929617895,1,103.5785586,103.5785586,0.0,103.5785586,103.5785586,0.0,4.82107207,13815548125766763356
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1445,1.0,7,150,0.05,0.05,35,0.0,0,Ground water,Single,15555484437267679088,1,19.929379,19.929379,0.0,19.929379,19.929379,0.0,0.00353105,6117085233908319817
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1446,3.0,7,150,0.05,0.05,35,0.0,0,Ground water,Single,18276777132560963109,1,50.60587297,50.60587297,0.0,50.60587297,50.60587297,0.0,0.469706351,796732147293206906
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1447,5.0,7,150,0.05,0.05,35,0.0,0,Ground water,Single,2708808185253147564,1,67.41271065,67.41271065,0.0,67.41271065,67.41271065,0.0,1.629364467,6578663118409487197
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1448,7.0,7,150,0.05,0.05,35,0.0,0,Ground water,Single,13020775319250142948,1,80.93630144,80.93630144,0.0,80.93630144,80.93630144,0.0,2.953184928,11627052087133750197
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1449,10.0,7,150,0.05,0.05,35,0.0,0,Ground water,Single,14996048334728548551,1,101.083146,101.083146,0.0,101.083146,101.083146,0.0,4.945842701,17781623503847767868
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1450,1.0,7,150,0.05,0.05,35,0.0,0,Ground water,Single,16479882799802070071,1,20.0,20.0,0.0,20.0,20.0,0.0,0.0,17729868928472575020
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1451,3.0,7,150,0.05,0.05,35,0.0,0,Ground water,Single,3661506406695586623,1,51.15141779,51.15141779,0.0,51.15141779,51.15141779,0.0,0.442429111,17449213603658389108
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1452,5.0,7,150,0.05,0.05,35,0.0,0,Ground water,Single,5389074033231998554,1,68.08262528,68.08262528,0.0,68.08262528,68.08262528,0.0,1.595868736,2706204062275968675
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1453,7.0,7,150,0.05,0.05,35,0.0,0,Ground water,Single,2649861701642323137,1,82.09281317,82.09281317,0.0,82.09281317,82.09281317,0.0,2.895359341,3098730747218894830
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1454,10.0,7,150,0.05,0.05,35,0.0,0,Ground water,Single,16808907155016778013,1,103.3970009,103.3970009,0.0,103.3970009,103.3970009,0.0,4.830149953,1184082232974075442
CB,700,90,85.7,1.8,3.2,3.7,0.080513419,5.6,0.252,0.028,0.037,9.4,0.011,4.9,IBU,1440,5.0,5,150,0.05,0.05,25,0.0,0,Ground water,Single,10743162262469192197,3,12.40739978,12.464090033333335,0.10672415139116462,12.39767385,12.58719647,0.18952261999999997,4.379630011,5105062857751677994
CB,700,90,85.7,1.8,3.2,3.7,0.080513419,5.6,0.252,0.028,0.037,9.4,0.011,4.9,IBU,1440,5.0,9,150,0.05,0.05,25,0.0,0,Ground water,Single,6457541454058739085,3,7.614941624,7.638679370999999,0.1587475870805786,7.493137362,7.807959127,0.3148217650000005,4.619252919,13750774863075917346
CB,700,90,85.7,1.8,3.2,3.7,0.080513419,5.6,0.252,0.028,0.037,9.4,0.011,4.9,IBU,1440,5.0,11,150,0.05,0.05,25,0.0,0,Ground water,Single,15252496250798709926,3,7.627888019,7.681347049333334,0.20774194634196014,7.50555912,7.910594009,0.4050348890000004,4.618605599,428591887007465085
MCB,700,90,68.9,1.8,5.7,2.6,0.120464441,21.0,0.313,0.062,0.032,678.1,0.191,2.0,IBU,1443,5.0,5,150,0.05,0.05,25,0.0,0,Ground water,Single,13817195775658546547,3,12.81561477,12.838736410000001,0.057824998827030606,12.7960499,12.90454456,0.10849465999999985,4.359219261,17626345712903150066
MCB,700,90,68.9,1.8,5.7,2.6,0.120464441,21.0,0.313,0.062,0.032,678.1,0.191,2.0,IBU,1443,5.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,4535148713564086590,3,7.644506863,7.711181331666666,0.21425449411697736,7.53819146,7.950845672,0.41265421199999963,4.617774657,3065529777730095851
MCB,700,90,68.9,1.8,5.7,2.6,0.120464441,21.0,0.313,0.062,0.032,678.1,0.191,2.0,IBU,1443,5.0,9,150,0.05,0.05,25,0.0,0,Ground water,Single,5779428412404506123,3,7.738109939,7.723027336,0.04226422759407459,7.67529087,7.755681199,0.0803903289999992,4.613094503,13945283658782213978
MCB,700,90,68.9,1.8,5.7,2.6,0.120464441,21.0,0.313,0.062,0.032,678.1,0.191,2.0,IBU,1443,5.0,11,150,0.05,0.05,25,0.0,0,Ground water,Single,1493938708650295700,3,7.710594816,7.785537004999999,0.1717966322564596,7.663942597,7.982073602,0.3181310049999997,4.614470259,905209574315859701
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1454,5.0,5,150,0.05,0.05,25,0.0,0,Ground water,Single,12231726839937393981,3,82.74779149,84.09037993333332,3.9755866979577843,80.9599138,88.56343451,7.603520709999998,0.862610426,636911998549351200
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1454,5.0,7,150,0.05,0.05,25,0.0,0,Ground water,Single,7905011583216626660,3,66.92591741,67.92995979333334,3.148659549822755,65.40576534,71.45819663,6.052431290000001,1.65370413,11313527856311667365
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1454,5.0,9,150,0.05,0.05,25,0.0,0,Ground water,Single,17855955313651295445,3,62.74991424,63.555404890000005,1.8966303165789569,62.19446227,65.72183816,3.527375890000002,1.862504288,14831366828003343368
AMCB,700,90,71.4,1.6,5.1,2.5,0.106442577,19.4,0.269,0.054,0.03,950.2,0.42,1.0,IBU,1454,5.0,11,150,0.05,0.05,25,0.0,0,Ground water,Single,18076858949388428206,3,50.15371018,53.64321276333333,6.139417057179504,50.04381112,60.73211699,10.68830587,2.492314491,18111316653256420027
