Adsorbent,Pyrolysis temperature ,Pyrolysis time,C,H,O,N,(O+N)/C,Ash,H/C,O/C,N/C,Surface area,Pore volume,Average pore size,Pollutant,Adsorption time,Initial concentration,Solution pH,RPM,Volume,Adsorbent dosage,Adsorption temperature,Ion concentration,Humic acid,Wastewater type,Adsorption type,_condition_signature,n_replicates,Capacity,capacity_mean,capacity_std,capacity_min,capacity_max,capacity_spread,Final concentration,_cross_domain_signature
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,NPX,1440,30.0,7,160,0.05,0.15,25,0.125,0,Lake water,Single,11759389152912073140,3,17.86636216,18.117335206666667,0.5779747226306557,17.70727138,18.77837208,1.0711006999999988,27.32004568,1932061066828123752
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,NPX,1440,30.0,7,160,0.05,0.15,15,0.0,0,Lake water,Single,1552924646859635109,3,15.34058377,15.437680766666666,0.7263476186632619,14.76476548,16.20769305,1.4429275700000002,27.69891243,4509242028306365109
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,NPX,1440,30.0,7,160,0.05,0.15,35,0.0,0,Lake water,Single,11837763596678212797,3,15.84978407,15.791963576666667,0.11082347058601938,15.66418759,15.86191907,0.19773148000000162,27.62253239,14202409225814708589
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,DCF,1440,30.0,7,160,0.05,0.15,15,0.0,0,Lake water,Single,5274733365413069900,3,14.49480101,15.062858920000002,1.0168037933920757,14.45701563,16.23676012,1.7797444899999988,27.82577985,12564473876495876544
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,DCF,1440,30.0,7,160,0.05,0.15,35,0.0,0,Lake water,Single,6206971621561388548,3,15.34495767,15.412308439999999,0.17849541229894542,15.2772873,15.61468035,0.3373930500000011,27.69825635,1813780034134786232
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,IBU,1440,30.0,7,160,0.05,0.15,15,0.0,0,Lake water,Single,17615662448436470124,3,14.80822459,15.201412249999999,0.7213257198605599,14.76211034,16.03390182,1.271791480000001,27.77876631,4634105493083206112
Pristine SCW Biochar,800,120,86.9,0.8,1.9,2.2,0.047180667,7.9,0.11,0.027,0.032,62.0,0.032,7.8,IBU,1440,30.0,7,160,0.05,0.15,35,0.0,0,Lake water,Single,10020431318658832484,3,15.78454518,15.613052526666666,0.4836541408094115,15.0670193,15.9875931,0.9205737999999997,27.63231822,5097594193064702360
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,NXP,0,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,5245461172282193578,1,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5985184933789745512
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,NXP,30,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,14264870295495404770,3,144.533151,158.75937023333333,34.22794746352768,133.9387453,197.8062144,63.867469099999994,8.320027347,7823299531643114528
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,NXP,60,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,16713817584777694125,3,150.1989005,152.6469987,6.564061916324231,147.6588002,160.0832954,12.424495199999996,7.470164925,12956884679836284245
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,NXP,120,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,4685062341137994735,3,157.48997,157.81970396666668,9.535655217654442,148.4531924,167.5159495,19.0627571,6.376504499,1729827708451294951
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,NXP,240,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,4194593071474876456,3,176.1731686,171.23751433333334,19.635171407996005,149.605412,187.9339624,38.32855040000001,3.574024713,14661902647192091926
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,NXP,480,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,8373899818906124747,3,193.5824935,190.09013016666665,8.185141839357758,180.7380892,195.9498078,15.211718600000012,0.962625973,16203560152261460499
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,NXP,720,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,9634413510874778580,3,193.6168628,185.14407176666668,15.270975570697702,167.515083,194.3002695,26.78518650000001,0.957470585,10536500576727325938
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,NXP,960,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,12199379342522602808,3,194.1076374,191.61656076666668,4.436214511295943,186.4946966,194.2473483,7.752651700000001,0.883854386,10188785374959780006
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,NXP,1440,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,2118038893511881000,6,191.04670835000002,190.939107,3.1333956937286107,186.4946966,194.2473483,7.752651700000001,1.342993747,16190478640575387670
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,DCF,0,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,6649734107257574144,1,0.0,0.0,0.0,0.0,0.0,0.0,30.0,8289078470576211386
NaOH-activated SCW biochars,800,120,89.7,0.3,2.4,0.0,0.026755853,7.4,0.04,0.023,0.0,655.4,0.456,8.5,DCF,30,30.0,7,160,0.05,0.15,25,0.0,0,Lake water,Single,214489569330710424,3,85.45114121,100.49696513333333,39.71557268390808,70.50262639,145.5371278,75.03450141,17.18232882,15167967824807414386
