_input_signature,n_rows,target_unique,target_min,target_max,target_spread
1909360719025211134,3,3,8.207968238,8.266155831,0.058187593000001314
1938230782418544334,3,2,6.890467535,6.931230695,0.04076316000000002
1941269387759743092,3,3,65.48719801,68.87466402,3.387466009999997
1962750076639572076,3,3,4.257767549,5.120828539,0.8630609899999993
1973144803701592767,3,3,73.19550477,75.21676107,2.0212563000000046
1981786639708089072,3,1,80.0,80.0,0.0
1995009559977092554,3,1,43.11111111,43.11111111,0.0
1999714481116409640,3,3,4.574496465,5.251414811,0.6769183459999999
2002571831407912686,3,3,433.193205,436.7515011,3.558296100000007
2051404940871207638,3,1,0.0,0.0,0.0
2069203419941843580,3,3,18.11727062,18.76610449,0.6488338700000007
2108073335184034877,3,3,0.796727086,1.252548869,0.455821783
2118038893511881000,6,6,186.4946966,194.2473483,7.752651700000001
2146937911011982219,1,1,283.5847298,283.5847298,0.0
2198341659602545558,3,3,12.90003153,14.02907098,1.1290394500000005
2206398365798600355,1,1,39.15753762,39.15753762,0.0
2236800564703252766,3,3,14.03559174,14.08006203,0.044470290000001356
2242448943054842107,6,6,11.97023615,190.4950134,178.52477725
2248819945368084540,3,3,116.9747358,117.9958845,1.0211486999999977
2251970015060094952,3,1,43.11111111,43.11111111,0.0
2252381393071083279,3,3,31.13520634,49.61273339,18.477527050000003
2261804137356399296,3,3,7.695051756,7.786507409,0.09145565300000058
2282926465134815844,3,3,7.932680739,8.109733024,0.17705228500000025
2287600958452803254,3,3,87.9129504,89.95132179,2.0383713899999947
2288984687875381655,1,1,19.95246725,19.95246725,0.0
2297815242621890584,11,4,13.33333333,124.4444444,111.11111106999999
2301213766101142728,3,1,80.0,80.0,0.0
2323689733775044776,1,1,17.56795014,17.56795014,0.0
2343311235237317016,1,1,171.9494308,171.9494308,0.0
2414806908442931602,3,3,-4.460093897,8.450704225,12.910798122000001
2431818629244494460,3,3,19.55528942,21.70321579,2.1479263700000004
2447727095168689428,3,3,7.389467848,8.987423448,1.5979555999999997
2449213475515588283,3,3,18.23650334,19.83425456,1.5977512200000028
2461942620734296822,3,3,17.50382046,18.66494549,1.161125030000001
2474326131178015563,3,3,19.94258789,21.44326035,1.5006724600000005
2475666081309423509,3,3,62.754432,63.24195191,0.48751990999999606
2505532420871944950,3,3,13.43921134,15.82928416,2.3900728200000003
2521957002364849440,3,3,3.318250377,3.770739065,0.45248868799999986
2544031260383911655,3,3,15.96855157,16.63284153,0.6642899599999996
2563352624076585179,3,3,71.28733183,81.71630042,10.428968589999997
2569984335539275158,3,3,17.62224125,18.6333192,1.0110779500000007
2578680852540600114,3,3,52.44425916,56.35596047,3.911701309999998
2580541194873097651,3,3,4.545281951,4.748247245,0.20296529400000018
2580999763399047658,3,3,1.538366845,1.793916216,0.25554937099999986
2584546082314433009,3,3,17.52528219,17.8964212,0.37113901000000027
2595060637020033654,1,1,39.27874998,39.27874998,0.0
2595660021893871690,3,3,74.97520177,80.51766544,5.542463670000004
2646228309901749104,3,3,209.5747119,209.6289378,0.0542258999999774
2649861701642323137,1,1,82.09281317,82.09281317,0.0
2652962853593975380,3,3,20.32294361,28.99528866,8.67234505
2662130452805109752,3,3,6.561085973,7.239819005,0.6787330320000002
2667632035415158299,2,2,129.037037,132.0,2.962963000000002
2668580680610455902,3,3,43.19083437,46.13236896,2.9415345900000034
2672374027077130753,3,3,463.6083823,476.1932364,12.584854099999973
2686686752959241466,3,3,17.78627366,18.85325762,1.0669839600000017
2708808185253147564,1,1,67.41271065,67.41271065,0.0
2710841480198608547,3,3,21.05839926,22.98985061,1.9314513499999997
2729053111285095571,3,3,77.44539262,81.07953739,3.634144769999992
2732671838928315417,3,3,18.68203594,18.82188377,0.13984783000000078
2737956070999224279,1,1,75.32259884,75.32259884,0.0
2739195672437475990,3,1,25.33333333,25.33333333,0.0
2745138070681387378,12,7,3.092006033,5.170421722,2.0784156890000003
2752320980736777346,3,3,17.2079492,17.73525566,0.5273064599999984
2755595898843553677,3,3,17.45698947,17.57339519,0.11640571999999949
2762407257095640823,3,3,40.29400243,40.58961248,0.2956100500000005
2784202534729119265,1,1,190.4999175,190.4999175,0.0
2792764066210024791,1,1,156.9202649,156.9202649,0.0
2798174891480595346,1,1,0.207527902,0.207527902,0.0
2803428163462501515,3,3,1.549744637,1.884174805,0.3344301679999999
2813183925010472850,3,3,192.8318947,193.3709997,0.5391050000000064
2813337390772277759,3,3,15.94875858,16.40482093,0.45606234999999984
2817257800432307936,3,1,74.22222222,74.22222222,0.0
2828512855804384036,9,9,9.419443701,17.18068893,7.761245228999998
2830930473354615875,3,3,10.89898892,11.13110785,0.2321189299999986
2866400206678128043,3,3,352.6359279,354.8886548,2.2527268999999706
