source_risk_quantile,risk_threshold,target_coverage,accepted_n,accepted_mae,rejected_n,rejected_mae
0.5,1.4278013021114087,0.7394366197183099,105,2.156774371235293,37,7.6256574641101
0.75,5.28707320723526,0.9436619718309859,134,3.0806186533069226,8,11.975966951081475
0.9,15.645872569571083,0.9788732394366197,139,3.3834528689116916,3,12.770228791018125
