coverage,n,mae,median_absolute_error,p90_absolute_error,mean_predicted_risk
0.25,35,3.0754520613354424,3.2424161603189816,5.2994120744798465,0.37680429505491997
0.5,70,4.306400133587133,3.296360962370941,8.61465732210824,0.8552572650004113
0.75,105,6.939732063283294,4.285687635033494,16.907371637760104,3.1123192737215195
1.0,140,10.432587770011231,5.469511507641318,22.999040744448873,8.698471596536294
